date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
2021-05-07,2021,Assistance alimentaire humanitaire pour les personnes déplacées touchées par la crise dans les camps informels du nord-est de la Syrie,2131809,"France, Government of",Government,FRA,2021,2021,Syria Humanitarian Response Plan 2021,HSYR21,1044,CARE France,NGO,Food Security,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,1760874,EUR,0.826,231523,,2021-05-08,2021-06-07
2021-05-07,2021,Réponse d’urgence multi-sectorielle au bénéfice de populations rendues vulnérables par la crise vénézuélienne,363196,"France, Government of",Government,FRA,2021,2021,Venezuela Humanitarian Response Plan 2021,HVEN21,1029,Action Contre la Faim,NGO,Food Security,VEN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,300000,EUR,0.826,231524,,2021-05-08,2021-06-07
2021-05-07,2021,Aide d’urgence aux mineurs déplacés par les affrontements armés dans la région du Chin,302663,"France, Government of",Government,FRA,2021,2021,Myanmar Humanitarian Response Plan 2021,HMMR21,1046,Triangle Génération Humanitaire,NGO,Education,MMR,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,250000,EUR,0.826,231525,,2021-05-08,2021-06-07
2021-05-07,2021,"Réponse en eau, hygiène et assainissement à Teknaf (Cox Bazar)",605327,"France, Government of",Government,FRA,2021,2021,Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2021,RBGD21,1023,Solidarités International,NGO,Water Sanitation Hygiene,BGD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,500000,EUR,0.826,231526,,2021-05-08,2021-06-07
2021-05-07,2021,Humanitarian Support for Northeast Syria,1808465,"France, Government of",Government,FRA,2021,2021,,,,Blumont International,NGO,Emergency Shelter and NFI,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,1493792,EUR,0.826,231527,,2021-05-08,2021-06-07
2021-05-07,2021,Soutien 4 centres de santé à Tripoli,363196,"France, Government of",Government,FRA,2021,2021,,,,French Red Cross,Red Cross/Red Crescent,Health,LBN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,300000,EUR,0.826,231528,,2021-05-08,2021-06-07
2021-05-07,2021,Distribution de paniers alimentaires,181860,"France, Government of",Government,FRA,2021,2021,,,,Akkarouna,NGO,Food Security,LBN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,150216,EUR,0.826,231529,,2021-05-08,2021-06-07
2021-05-07,2021,Distribution de paniers alimentaires,181598,"France, Government of",Government,FRA,2021,2021,,,,Sanabel For Development,NGO,Food Security,LBN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,150000,EUR,0.826,231530,,2021-05-08,2021-06-07
2021-05-07,2021,Projet EHA et moyens de subsistance à Sinjar,605327,"France, Government of",Government,FRA,2021,2021,Iraq Humanitarian Response Plan 2021,HIRQ21,1035,Solidarités International,NGO,Water Sanitation Hygiene,IRQ,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,500000,EUR,0.826,231539,,2021-05-08,2021-06-07
2021-05-07,2021,Soutien aux familles vulnérables déplacées en Arménie,363196,"France, Government of",Government,FRA,2021,2021,,,,SOS Villages d'Enfants,NGO,Health,ARM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,300000,EUR,0.826,231540,,2021-05-08,2021-06-07
2021-05-07,2021,Fourniture de colis alimentaires aux populations déplacées du Karabagh dans 3 régions et 3 villes d’Arménie,245866,"France, Government of",Government,FRA,2021,2021,,,,Fonds Arménien de France,Private organization/foundation,Food Security,ARM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,203085,EUR,0.826,231541,,2021-05-08,2021-06-07
2021-05-07,2021,"Plan d’évaluation et de réponse d’urgence Covid-19 dans trois états du Nord et du Nordeste brésiliens : le Roraima, le Ceara, et le Rondônia",90799,"France, Government of",Government,FRA,2021,2021,,,,Brazilian Red Cross,Red Cross/Red Crescent,Health,BRA,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,75000,EUR,0.826,231542,,2021-05-08,2021-06-07
2021-05-07,2021,"Soutien mobile, NFI d'abri d'urgence et psychosocial aux populations déplacées et sans abri",605327,"France, Government of",Government,FRA,2021,2021,Syria Humanitarian Response Plan 2021,HSYR21,1044,ACT Alliance / DanChurchAid,NGO,Emergency Shelter and NFI,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,500000,EUR,0.826,231543,,2021-05-08,2021-06-07
2021-05-07,2021,Eau et santé pour la population civile (réparation et construction) au Mozambique,363196,"France, Government of",Government,FRA,2021,2021,,,,International Committee of the Red Cross,Red Cross/Red Crescent,Water Sanitation Hygiene,MOZ,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,300000,EUR,0.826,231548,,2021-05-08,2021-06-07
2021-05-07,2021,Soutien aux agriculteurs et à trois centres de santé à Tripoli,605327,"France, Government of",Government,FRA,2021,2021,,,,Première Urgence Internationale,NGO,Food Security,LBN,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,500000,EUR,0.826,231549,,2021-05-08,2021-06-07
2021-05-07,2021,Eau-Hygiène-Assainissement à Aden,605327,"France, Government of",Government,FRA,2021,2021,Yemen Humanitarian Response Plan 2021,HYEM21,1024,Triangle Génération Humanitaire,NGO,Water Sanitation Hygiene,YEM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,500000,EUR,0.826,231550,,2021-05-08,2021-05-28
2021-05-07,2021,Soutien aux soins de santé à Benghazi,726392,"France, Government of",Government,FRA,2021,2021,Yemen Humanitarian Response Plan 2021,HYEM21,1024,Première Urgence Internationale,NGO,Health,YEM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,600000,EUR,0.826,231551,,2021-05-08,2021-05-28
2021-05-07,2021,"Aide d'urgence et soutien psychosocial aux populations vulnérables touchées par le conflit du Haut-Karabakh dans les régions de Vayots Dzor et Gegharkunik, Arménie",242131,"France, Government of",Government,FRA,2021,2021,,,,Agency for Technical Cooperation and Development,NGO,Food Security,ARM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,200000,EUR,0.826,231552,,2021-05-08,2021-06-07
2021-05-07,2021,Education aux risques des personnes hôtes et déplacées affectées par la crise BH,363196,"France, Government of",Government,FRA,2021,2021,,,,Humanity & Inclusion - Handicap International,NGO,Education,TCD,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,300000,EUR,0.826,231553,,2021-05-08,2021-06-07
2021-05-07,2021,"Eau-Hygiène-Assainissement, santé, nutrition à Abyan, Lahj, Hajjah et Hodeida",726392,"France, Government of",Government,FRA,2021,2021,Yemen Humanitarian Response Plan 2021,HYEM21,1024,Action Contre la Faim,NGO,Health,YEM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,600000,EUR,0.826,231554,,2021-05-08,2021-05-28
2021-05-07,2021,Essential Support for the Health Sector in Northwest Syria,1815981,"France, Government of",Government,FRA,2021,2021,,,,Syrian American Medical Society Foundation,NGO,Health,SYR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,1500000,EUR,0.826,231555,,2021-05-08,2021-06-07
2021-05-07,2021,Amélioration du logement des réfugiés syriens,394673,"France, Government of",Government,FRA,2021,2021,Syria Refugee Response and Resilience Plan (3RP) 2021,RSYR21,1020,Norwegian Refugee Council,NGO,Protection,JOR,,,Syrian Arab Republic - Civil Unrest (from 2012),2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,326000,EUR,0.826,231556,,2021-05-08,2021-06-07
2021-05-07,2021,Eau-Hygiène-Assainissement à Taizz et Hodeida,726392,"France, Government of",Government,FRA,2021,2021,Yemen Humanitarian Response Plan 2021,HYEM21,1024,Solidarités International,NGO,Water Sanitation Hygiene,YEM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-07,,600000,EUR,0.826,231557,,2021-05-08,2021-05-28
2021-05-06,2021,Accès aux services de santé et aux services sociaux pour les nouveaux arrivants affectés par le conflit au Haut-Karabakh,242131,"France, Government of",Government,FRA,2021,2021,,,,Médecins du Monde,NGO,Health,ARM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-06,,200000,EUR,0.826,231563,,2021-05-08,2021-06-07
2021-05-06,2021,"Soutenir les besoins urgents en matière de sécurité alimentaire, de nutrition, d'hygiène et de santé des arrivées spontanées et des communautés d'accueil vulnérables en Arménie",242131,"France, Government of",Government,FRA,2021,2021,,,,Action Contre la Faim,NGO,Food Security,ARM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-06,,200000,EUR,0.826,231564,,2021-05-08,2021-06-07
2021-05-06,2021,Projet de soutien psychosocial à la population d’accueil et aux arrivées spontanées du Haut-Karabakh en Arménie,302663,"France, Government of",Government,FRA,2021,2021,,,,Première Urgence Internationale,NGO,Health,ARM,,,,2021,2021,financial,Standard,Traditional aid,outgoing,single,commitment,2021-05-07,2021-05-06,,250000,EUR,0.826,231593,,2021-05-08,2021-06-07
2021-05-06,,Partially against Nigeria HRP for all populations,439625,"France, Government of",Government,FRA,2021,2021,Nigeria Humanitarian Response Plan 2021,HNGA21,1032,United Nations High Commissioner for Refugees,UN agency,Protection,NGA,"Enhancing the delivery of quality protection services by improving the protection environment and supporting durable solutions for IDPs, IDP returnees and refugee returnees in North East Nigeria. ",HNGA21-PRO-173508-1,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-06-22,2021-04-29,,375000,EUR,0.853,235280,GFRA02-2021 Contrib EUR- Apr21	E0120,2021-07-12,2021-07-12
2021-05-05,,Against Chad HRP,439625,"France, Government of",Government,FRA,2021,2021,Chad Humanitarian Response Plan 2021,HTCD21,1028,United Nations High Commissioner for Refugees,UN agency,Multi-sector,TCD,Renforcer l’environnement de protection a travers la vulgarisation de la loi portant asile au Tchad ,HTCD21-9-175366-1,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-06-22,2021-04-29,,375000,EUR,0.853,234547,GFRA02-2021 Contrib EUR- Apr21	E0120,2021-07-01,2021-07-01
2021-04-30,,France Open Items 2021,235,Private (individuals & organizations),Private organization/foundation,FRA,2021,2021,Refugee and Migrant Response Plan for Venezuela 2021 (RMRP),RREG21,1021,United Nations High Commissioner for Refugees,UN agency,,"ABW,ARG,BOL,BRA,CHL,COL,CRI,CUW,DOM,ECU,GUY,MEX,PAN,PER,PRY,TTO,URY",,,VENEZUELA Outflow - Regional Refugees and Migrants,2021,2021,financial,Standard,Traditional aid,outgoing,shared,paid,2021-05-28,2021-04-30,,201,EUR,0.8553,233041,E5052,2021-06-11,2021-06-11
2021-04-29,,GFRA02-2021 Contrib EUR- Apr21,586166,"France, Government of",Government,FRA,2021,2021,Refugee and Migrant Response Plan for Venezuela 2021 (RMRP),RREG21,1021,United Nations High Commissioner for Refugees,UN agency,,"ABW,ARG,BOL,BRA,CHL,COL,CRI,CUW,DOM,ECU,GUY,MEX,PAN,PER,PRY,TTO,URY",,,VENEZUELA Outflow - Regional Refugees and Migrants,2021,2021,financial,Standard,Traditional aid,outgoing,shared,paid,2021-05-28,2021-04-29,,500000,EUR,0.853,233042,E0120,2021-06-11,2021-06-11
2021-04-29,,against Mozambique HRP for all populations,234467,"France, Government of",Government,FRA,2021,2021,Mozambique Humanitarian Response Plan 2021,HMOZ21,1040,United Nations High Commissioner for Refugees,UN agency,Protection,MOZ,"Community-based protection and protection services for affected populations in Cabo Delgado, Nampula and Niassa. ",HMOZ21-PRO-CPN|PRO-GBV|PRO-175597-1,,2021,2021,financial,Standard,Traditional aid,outgoing,single,paid,2021-05-19,2021-04-29,,200000,EUR,0.853,233592,GFRA02-2021 EUR- Apr21	E0120,2021-06-17,2021-06-17
